WaferNo,RecipeID,Time,CarrierPressure(psi),PlatenSpeed(rpm),CarrierSpeed(rpm),SlurryFlowRate(mL/min),ConditionerPressure(psi),ConditionerSpeed(rpm),PolishTime(sec),Temperature(C),RemovalRate(A/min),Uniformity(%),Status
Wafer #642,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,37.0,1366,97.3,WARNING
Wafer #643,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1376,97.2,WARNING
Wafer #644,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1374,97.3,WARNING
Wafer #645,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1372,97.2,WARNING
Wafer #646,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,37.0,1371,97.2,WARNING
Wafer #647,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1372,97.2,WARNING
Wafer #648,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1369,97.2,WARNING
Wafer #649,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,37.0,1377,97.3,WARNING
Wafer #650,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1366,97.3,WARNING
Wafer #651,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1376,97.3,WARNING
Wafer #652,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1362,97.3,WARNING
Wafer #653,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1366,97.3,WARNING
Wafer #654,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,37.0,1374,97.2,WARNING
Wafer #655,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1372,97.2,WARNING
Wafer #656,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1367,97.3,WARNING
Wafer #657,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,37.0,1377,97.2,WARNING
Wafer #658,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1373,97.3,WARNING
Wafer #659,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,36.9,1367,97.2,WARNING
Wafer #660,RCP-001,14:32:49,2.2,60,60,200,3.0,80,60,37.0,1379,97.3,WARNING
Wafer #661,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1308,97.2,WARNING
Wafer #662,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1320,97.2,WARNING
Wafer #663,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.7,1308,97.2,WARNING
Wafer #664,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1319,97.2,WARNING
Wafer #665,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.7,1307,97.2,WARNING
Wafer #666,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1308,97.2,WARNING
Wafer #667,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1309,97.2,WARNING
Wafer #668,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1314,97.2,WARNING
Wafer #669,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1319,97.2,WARNING
Wafer #670,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1316,97.2,WARNING
Wafer #671,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1310,97.2,WARNING
Wafer #672,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1309,97.2,WARNING
Wafer #673,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1309,97.2,WARNING
Wafer #674,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1308,97.2,WARNING
Wafer #675,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.7,1315,97.2,WARNING
Wafer #676,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1306,97.2,WARNING
Wafer #677,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.7,1308,97.2,WARNING
Wafer #678,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1312,97.2,WARNING
Wafer #679,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.7,1310,97.2,WARNING
Wafer #680,RCP-001,14:32:49,2.1,60,60,200,3.0,80,60,36.6,1302,97.2,WARNING
Wafer #681,RCP-001,14:32:49,1.9,60,60,200,3.0,80,60,36.0,1194,97.0,WARNING
Wafer #682,RCP-001,14:32:49,1.9,60,60,200,3.0,80,60,36.0,1193,97.0,WARNING
Wafer #683,RCP-001,14:32:49,1.9,60,60,200,3.0,80,60,36.0,1194,97.1,WARNING
Wafer #684,RCP-001,14:32:49,1.9,60,60,200,3.0,80,60,36.0,1184,97.0,WARNING
Wafer #685,RCP-001,14:32:49,1.9,60,60,200,3.0,80,60,36.0,1198,97.0,WARNING
Wafer #686,RCP-001,14:32:49,1.9,60,60,200,3.0,80,60,36.0,1191,97.0,WARNING
Wafer #687,RCP-001,14:32:49,1.9,60,60,200,3.0,80,60,36.0,1187,97.0,WARNING
Wafer #688,RCP-001,14:32:49,1.9,60,60,200,3.0,80,60,35.9,1186,97.0,WARNING
Wafer #689,RCP-001,14:32:49,1.9,60,60,200,3.0,80,60,36.0,1192,97.0,WARNING
Wafer #690,RCP-001,14:32:49,1.9,60,60,200,3.0,80,60,36.0,1195,97.1,WARNING
Wafer #691,RCP-001,14:32:49,1.7,60,60,200,3.0,80,60,35.4,1073,96.9,WARNING
Wafer #692,RCP-001,14:32:49,1.7,60,60,200,3.0,80,60,35.3,1071,96.9,WARNING
Wafer #693,RCP-001,14:32:49,1.7,60,60,200,3.0,80,60,35.3,1065,96.9,WARNING
Wafer #694,RCP-001,14:32:49,1.7,60,60,200,3.0,80,60,35.3,1077,96.9,WARNING
Wafer #695,RCP-001,14:32:49,1.7,60,60,200,3.0,80,60,35.3,1070,96.9,WARNING
Wafer #696,RCP-001,14:32:49,1.7,60,60,200,3.0,80,60,35.4,1065,96.9,WARNING
Wafer #697,RCP-001,14:32:49,1.7,60,60,200,3.0,80,60,35.4,1073,96.8,WARNING
Wafer #698,RCP-001,14:32:49,1.7,60,60,200,3.0,80,60,35.3,1074,96.8,WARNING
Wafer #699,RCP-001,14:32:49,1.7,60,60,200,3.0,80,60,35.3,1076,96.8,WARNING
Wafer #700,RCP-001,14:32:49,1.7,60,60,200,3.0,80,60,35.3,1072,96.9,WARNING
Wafer #701,RCP-001,14:32:49,1.6,60,60,200,3.0,80,60,35.0,1014,96.8,WARNING
Wafer #702,RCP-001,14:32:49,1.6,60,60,200,3.0,80,60,35.1,1007,96.8,WARNING
Wafer #703,RCP-001,14:32:49,1.6,60,60,200,3.0,80,60,35.0,1013,96.8,WARNING
Wafer #704,RCP-001,14:32:49,1.6,60,60,200,3.0,80,60,35.0,1003,96.8,WARNING
Wafer #705,RCP-001,14:32:49,1.6,60,60,200,3.0,80,60,35.0,1015,96.8,WARNING
Wafer #706,RCP-001,14:32:49,1.5,60,60,200,3.0,80,60,34.7,949,96.7,WARNING
Wafer #707,RCP-001,14:32:49,1.5,60,60,200,3.0,80,60,34.7,953,96.7,WARNING
Wafer #708,RCP-001,14:32:49,1.5,60,60,200,3.0,80,60,34.7,956,96.7,WARNING
Wafer #709,RCP-001,14:32:49,1.5,60,60,200,3.0,80,60,34.7,956,96.7,WARNING
Wafer #710,RCP-001,14:32:49,1.5,60,60,200,3.0,80,60,34.7,949,96.7,WARNING
Wafer #711,RCP-001,14:32:49,1.5,60,60,200,3.0,80,60,34.7,946,96.7,WARNING
Wafer #712,RCP-001,14:32:49,1.5,60,60,200,3.0,80,60,34.7,953,96.7,WARNING
Wafer #713,RCP-001,14:32:49,1.5,60,60,200,3.0,80,60,34.7,946,96.7,WARNING
Wafer #714,RCP-001,14:32:49,1.5,60,60,200,3.0,80,60,34.7,946,96.7,WARNING
Wafer #715,RCP-001,14:32:49,1.5,60,60,200,3.0,80,60,34.7,957,96.7,WARNING
Wafer #716,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,888,96.6,WARNING
Wafer #717,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,900,96.6,WARNING
Wafer #718,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,886,96.7,WARNING
Wafer #719,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,895,96.6,WARNING
Wafer #720,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,887,96.6,WARNING
Wafer #721,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,891,96.6,WARNING
Wafer #722,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,889,96.6,WARNING
Wafer #723,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,885,96.6,WARNING
Wafer #724,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.3,889,96.6,WARNING
Wafer #725,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,889,96.6,WARNING
Wafer #726,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,882,96.6,WARNING
Wafer #727,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,888,96.6,WARNING
Wafer #728,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.4,888,96.6,WARNING
Wafer #729,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.3,886,96.6,WARNING
Wafer #730,RCP-001,14:32:49,1.4,60,60,200,3.0,80,60,34.3,888,96.6,WARNING
Wafer #731,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,771,96.5,DANGER
Wafer #732,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,779,96.5,DANGER
Wafer #733,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.8,771,96.5,DANGER
Wafer #734,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,768,96.4,DANGER
Wafer #735,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.8,767,96.5,DANGER
Wafer #736,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,770,96.4,DANGER
Wafer #737,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,777,96.5,DANGER
Wafer #738,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,771,96.5,DANGER
Wafer #739,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,774,96.5,DANGER
Wafer #740,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,768,96.4,DANGER
Wafer #741,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,768,96.4,DANGER
Wafer #742,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.8,769,96.4,DANGER
Wafer #743,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,769,96.5,DANGER
Wafer #744,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.8,764,96.5,DANGER
Wafer #745,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,778,96.4,DANGER
Wafer #746,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,769,96.4,DANGER
Wafer #747,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,776,96.5,DANGER
Wafer #748,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,776,96.4,DANGER
Wafer #749,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,773,96.4,DANGER
Wafer #750,RCP-001,14:32:49,1.2,60,60,200,3.0,80,60,33.7,769,96.5,DANGER
Wafer #751,RCP-001,14:32:49,1.1,60,60,200,3.0,80,60,33.4,704,96.4,DANGER
Wafer #752,RCP-001,14:32:49,1.1,60,60,200,3.0,80,60,33.4,714,96.4,DANGER
Wafer #753,RCP-001,14:32:49,1.1,60,60,200,3.0,80,60,33.4,711,96.4,DANGER
Wafer #754,RCP-001,14:32:49,1.1,60,60,200,3.0,80,60,33.4,709,96.4,DANGER
Wafer #755,RCP-001,14:32:49,1.1,60,60,200,3.0,80,60,33.4,703,96.4,DANGER
Wafer #756,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,647,96.3,DANGER
Wafer #757,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,646,96.3,DANGER
Wafer #758,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #759,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.2,649,96.3,DANGER
Wafer #760,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,656,96.3,DANGER
Wafer #761,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #762,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,642,96.3,DANGER
Wafer #763,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,643,96.3,DANGER
Wafer #764,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #765,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #766,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,656,96.3,DANGER
Wafer #767,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,653,96.3,DANGER
Wafer #768,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,653,96.3,DANGER
Wafer #769,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.0,657,96.3,DANGER
Wafer #770,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,645,96.3,DANGER
Wafer #771,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,638,96.3,DANGER
Wafer #772,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #773,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,655,96.3,DANGER
Wafer #774,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #775,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,650,96.3,DANGER
Wafer #776,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,653,96.3,DANGER
Wafer #777,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,642,96.3,DANGER
Wafer #778,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #779,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,650,96.3,DANGER
Wafer #780,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.0,649,96.3,DANGER
Wafer #781,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.0,653,96.3,DANGER
Wafer #782,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.0,651,96.3,DANGER
Wafer #783,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,653,96.3,DANGER
Wafer #784,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #785,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,655,96.3,DANGER
Wafer #786,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #787,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,644,96.3,DANGER
Wafer #788,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,654,96.3,DANGER
Wafer #789,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,644,96.3,DANGER
Wafer #790,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #791,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,653,96.3,DANGER
Wafer #792,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,653,96.3,DANGER
Wafer #793,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,654,96.3,DANGER
Wafer #794,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,647,96.3,DANGER
Wafer #795,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #796,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #797,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,647,96.3,DANGER
Wafer #798,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #799,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,645,96.3,DANGER
Wafer #800,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,645,96.3,DANGER
Wafer #801,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,654,96.3,DANGER
Wafer #802,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #803,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,655,96.3,DANGER
Wafer #804,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #805,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,654,96.3,DANGER
Wafer #806,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #807,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,653,96.3,DANGER
Wafer #808,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #809,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,655,96.3,DANGER
Wafer #810,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,657,96.3,DANGER
Wafer #811,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #812,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,638,96.2,DANGER
Wafer #813,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,661,96.3,DANGER
Wafer #814,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,653,96.3,DANGER
Wafer #815,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #816,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #817,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,647,96.3,DANGER
Wafer #818,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #819,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #820,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #821,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #822,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #823,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,647,96.3,DANGER
Wafer #824,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #825,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #826,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,647,96.3,DANGER
Wafer #827,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #828,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,645,96.3,DANGER
Wafer #829,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.0,653,96.3,DANGER
Wafer #830,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #831,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,656,96.3,DANGER
Wafer #832,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,645,96.3,DANGER
Wafer #833,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,646,96.3,DANGER
Wafer #834,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,650,96.3,DANGER
Wafer #835,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,642,96.3,DANGER
Wafer #836,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #837,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,646,96.3,DANGER
Wafer #838,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,646,96.3,DANGER
Wafer #839,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,656,96.3,DANGER
Wafer #840,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #841,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,658,96.3,DANGER
Wafer #842,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #843,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #844,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,641,96.2,DANGER
Wafer #845,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,642,96.3,DANGER
Wafer #846,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,644,96.3,DANGER
Wafer #847,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,646,96.3,DANGER
Wafer #848,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,636,96.3,DANGER
Wafer #849,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #850,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.0,652,96.3,DANGER
Wafer #851,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,645,96.3,DANGER
Wafer #852,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,650,96.3,DANGER
Wafer #853,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,656,96.3,DANGER
Wafer #854,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,650,96.3,DANGER
Wafer #855,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,658,96.3,DANGER
Wafer #856,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #857,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,645,96.3,DANGER
Wafer #858,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #859,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.2,650,96.3,DANGER
Wafer #860,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,657,96.3,DANGER
Wafer #861,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,654,96.3,DANGER
Wafer #862,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,650,96.3,DANGER
Wafer #863,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,654,96.3,DANGER
Wafer #864,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,642,96.3,DANGER
Wafer #865,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #866,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #867,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #868,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.0,650,96.3,DANGER
Wafer #869,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,653,96.3,DANGER
Wafer #870,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #871,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,653,96.3,DANGER
Wafer #872,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #873,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #874,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,657,96.3,DANGER
Wafer #875,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,650,96.3,DANGER
Wafer #876,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,655,96.3,DANGER
Wafer #877,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,657,96.3,DANGER
Wafer #878,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #879,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,655,96.3,DANGER
Wafer #880,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #881,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #882,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,642,96.3,DANGER
Wafer #883,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #884,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #885,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,651,96.3,DANGER
Wafer #886,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,649,96.3,DANGER
Wafer #887,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,644,96.3,DANGER
Wafer #888,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.0,649,96.3,DANGER
Wafer #889,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,658,96.3,DANGER
Wafer #890,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,646,96.3,DANGER
Wafer #891,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,650,96.3,DANGER
Wafer #892,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,640,96.3,DANGER
Wafer #893,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #894,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,645,96.3,DANGER
Wafer #895,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,652,96.3,DANGER
Wafer #896,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,655,96.3,DANGER
Wafer #897,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,646,96.3,DANGER
Wafer #898,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,655,96.3,DANGER
Wafer #899,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.0,644,96.3,DANGER
Wafer #900,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #901,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,650,96.3,DANGER
Wafer #902,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,656,96.3,DANGER
Wafer #903,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,650,96.3,DANGER
Wafer #904,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
Wafer #905,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,646,96.3,DANGER
Wafer #906,RCP-001,14:32:49,1.0,60,60,200,3.0,80,60,33.1,648,96.3,DANGER
